2104,"He rode past me and kept on goin'. Never said nothin' goin' by. He just rode on past and he had his blanket wrapped around him and his head down. And when he rode past I seen he was carryin' fire in a horn the way people used to do and I could see the horn from the light inside of it. About the color of the moon. And in the dream I knew that he was goin' on ahead and that he was fixin' to make a fire somewhere out there in all that dark and all that cold, and I knew that whenever I got there he would be there. Out there up ahead.",— No Country for Old Men (movie),Ethan Coen and Joel Coen
2105,"But you know that when the truth is told, you can get what you want or you can just get old; you're gonna kick off before you even get halfway through. When will you realize? Vienna waits for you.",— Vienna (song),Billy Joel
2106,The days go on and on... they don't end. All my life needed was a sense of someplace to go. I don't believe that one should devote his life to morbid self-attention. I believe that one should become a person like other people.,— Taxi Driver (movie),Martin Scorsese
2107,Come mothers and fathers throughout the land and don't criticize what you can't understand. Your sons and your daughters are beyond your command.,— The Times They Are A-Changin' (song),Bob Dylan
2108,"I walk a lonely road. The only one that I have ever known. Don't know where it goes, but it's only me, I walk alone.",— Boulevard of Broken Dreams (song),Green Day
2109,"You must think me some sort of freak. A girl who can bring dead men back to life whose only acquaintance is a giant bird creature. I must seem ridiculous. I am not going back to that tower, no matter what happens.",— BioShock Infinite (game),2K
2110,"Perhaps the most serious way in which parasites that are usually harmless may become of great importance is illustrated by their introduction into new regions or, as is more often the case, by the introduction of new hosts into the region where the parasites are found. Under normal conditions the animals of a given region are usually immune to the parasites of the same region.",— Insects and Diseases (book),Rennie W. Doane
2111,"I am not to speak to you, I am to think of you when I sit alone or wake at night alone, I am to wait, I do not doubt I am to meet you again, I am to see to it that I do not lose you.",— Leaves of Grass (book),Walt Whitman
2112,A baby baleen whale depends on its mother's milk for at least six months.,— The Book of Useless Information (book),Noel Botham & The Useless Information Society
2113,And if one gains the immediate purpose of the lie - the price one pays is the destruction of what the gain was intended to serve. The man who lies to the world is the world's slave from then on.,— Atlas Shrugged (book),Ayn Rand
2114,"It is not difficult to wield a sword in one hand; the way to learn this is to train with two long swords, one in each hand. It will seem difficult at first, but everything is difficult at first.",— The Book of Five Rings (book),Miyamoto Musashi
2115,"Sometimes she did not know what she feared, what she desired: whether she feared or desired what had been or what would be, and precisely what she desired, she did not know.",— Anna Karenina (book),Leo Tolstoy
2116,"There's enough to pass around, you don't gotta wait in line. And the clocks don't work, you don't gotta check the time. And the blinds don't work, you don't gotta check the sky. We be going all night, till light.",— Initiation (song),The Weeknd
2117,"There's a sort of evil out there. Something very, very strange in these old woods. Call it what you want. A darkness, a presence. It takes many forms but it's been out there for as long as anyone can remember and we've always been here to fight it.",— Twin Peaks (other),David Lynch and Mark Frost
2118,"Life is not suffering; it's just that you will suffer it, rather than enjoy it, until you let go of your mind's attachments and just go for the ride freely, no matter what happens.",— Way of the Peaceful Warrior (book),Dan Millman
2119,"Surely death has found me, it has kept a hold of me all this far. My actions will reveal, only time will tell. These passions start to slip away, memories flash like seconds in a day.",— Salty Grave (song),Life In Your Way
2120,"The life of everyone on board depends upon just one thing: finding someone back there who can not only fly this plane, but who didn't have fish for dinner.",— Airplane! (movie),"Jim Abrahams, David Zucker, and Jerry Zucker"
2121,"Harry Potter was a highly unusual boy in many ways. For one thing he hated the summer holidays more than any other time of the year. For another, he really wanted to do his homework but was forced to do it in secret, in the dead of night. And he also happened to be a wizard.",— Harry Potter and the prisoner of Azkaban (book),J.K. Rowling
2122,"No. It has not yet achieved the highest level. That, it must achieve in the long dream of life, not the short dream of a game. Does it know that we love it? That the universe is kind? Sometimes, through the noise of its thoughts, it hears the universe, yes. But there are times it is sad, in the long dream. It creates worlds that have no summer, and it shivers under a black sun, and it takes its sad creation for reality. To cure it of sorrow would destroy it. The sorrow is part of its own private task. We cannot interfere. Sometimes when they are deep in dreams, I want to tell them, they are building true worlds in reality. Sometimes I want to tell them of their importance to the universe. Sometimes, when they have not made a true connection in a while, I want to help them to speak the word they fear.",— The End Poem (game),Julian Gough
2123,"I gotta feeling, woohoo, that tonight's gonna be a good night. That tonight's gonna be a good night, that tonight's gonna be a good. Good night, woohoo.",— I Gotta Feeling (song),The Blackeyed Peas
2124,"Perhaps it is that as Americans, we alone remain committed to both the individual and the greater good, to personal freedoms and to public virtue, to human achievement and respect for the Almighty. Slavery was abolished because of the dual commitment to liberty and virtue - neither capable of standing without the other.",— A Patriot's History of the United States (book),Larry Schweikart and Michael Allen
2125,"Purity in body and heart may please some - as for me, I make no boast. For, as you know, no master of a household has all of his utensils made of gold; some are wood, and yet they are of use.",— The Canterbury Tales (book),Geoffrey Chaucer
2126,"They were caught in an avalanche, carrying them down past a point from which there would be no clawing back. They were losing. Losing to other people, people who apparently didn't see the stakes involved.",— The Ministry for the Future (book),Kim Stanley Robinson
2127,"I search the faces of the gods... for ways to please you, to make you proud. One kind word, one full hug... where you pressed me to your chest and held me tight. Would have been like the sun on my heart for a thousand years. What is it in me that you hate so much?",— The Gladiator (movie),Ridley Scott
2128,"Half the time she did things not simply, not for themselves; but to make people think this or that; perfect idiocy she knew for no one was ever for a second taken in.",— Mrs. Dalloway (book),Virginia Woolf
2129,"If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth.",— The Catcher in the Rye (book),J.D. Salinger
2130,"You better lose yourself in the music, the moment. You own it, you better never let it go. You only get one shot, do not miss your chance to blow. This opportunity comes once in a lifetime.",— Lose Yourself (song),Eminem
2131,"All my friends are heathens, take it slow. Wait for them to ask you who you know. Please don't make any sudden moves. You don't know the half of the abuse.",— Heathens (song),Twenty One Pilots
2132,"Often, after the first years of marriage, the husband seems to lose interest in the wife. He reads the paper at the breakfast table, he doesn't answer when you talk to him. In short, he doesn't even know you're alive.",— I Love Lucy (other),Lucille Ball
2133,"But nevertheless, the fact remained, it was almost impossible to dislike anyone if one looked at them.",— To the Lighthouse (book),Virginia Woolf
2134,"Green is the sound the wind makes, rustling through the trees. If we walked down to the riverbank and you put your hand in the water, you'd feel the cool color blue. To remember red, you need only stand in front of the hearth. And a winter snowfall, silent and cold and pure... that is white.",— When Christ and His Saints Slept (book),Sharon Kay Penman
2135,"I never did like the idea of sitting on newspapers. I did it once, and all the headlines came off on my white pants. On the level! It actually happened. Nobody bought a paper that day. They just followed me around over town and read the news on the seat of my pants.",— It Happened One Night (movie),Frank Capra
2136,"This grove, that was now so peaceful, must then have rung with cries, I thought; and even with the thought I could believe I heard it ringing still.",— Treasure Island (book),Robert Stevenson
2137,"Middle management means that you got just enough responsibility to listen when people talk, but not so much you can't tell anybody to go screw themselves.",— The Wire (other),"Ed Burns, David Mills, George Pelecanos, David Simon"
2138,"Source routing is a way of moving a packet through a network in which the path is predetermined by the source or some device that tells the source about the path. The path information is placed in the packet. When the packet arrives at a switching device, no forwarding decision is necessary. The device looks at the path information in the packet to determine the port on which it should forward the packet.",— Encyclopedia of Networking and Telecommunications (book),Tom Sheldon
2139,"People who lived long ago all enjoyed such powers. Now, I know you are itching to go ripping back and forth through time, but first you need to return to your era. And you must hurry. The longer you remain here, the harder it will be to change that which must be changed.",— Chrono Trigger (game),SquareSoft
2140,"I've loved, I've laughed and cried. I've had my fill, my share of losing. And now, as tears subside, I find it all so amusing to think I did all that.",— My Way (song),Frank Sinatra
2141,Ayla fight while alive! Win and live. Lose and die. Rule of life. No change rule.,— Chrono Trigger (game),SquareSoft
2142,"She had never observed his face more composed and she grabbed his hand and held it to her heart. It was resistless and dry. The outline of a skull was plain under his skin and the deep burned eye sockets seemed to lead into the dark tunnel where he had disappeared. She leaned closer and closer to his face, looking deep into them, trying to see how she had been cheated or what had cheated her, but she couldn't see anything. She shut her eyes and saw the pin point of light but so far away that she could not hold it steady in her mind. She felt as if she were blocked at the entrance of something. She sat staring with her eyes shut, into his eyes, and felt as if she had finally got to the beginning of something she couldn't begin, and she saw him moving farther and farther away, farther and farther into the darkness until he was the pin point of light.",— Wise Blood (book),Flannery O'Connor
2143,It was the grief of rainy forests and the moan of stormy water; the muffled complaint of driven leaves; the keening - wild and universal - of life for the perishing matter that it inhabits.,— Gone to Earth (book),Mary Webb
2144,"No, that is what I'm trying to tell you. He is still a child. He's a normal child. He's made some mistakes - God knows he's got a load to learn about life. That does not mean that I'm gonna let you send him to the type of school whose whole reason for being is to make him follow orders by instilling fear.",— The Sopranos (other),HBO Studios
2145,"When I ask him if quiz bowl has helped him in other areas of his life, he seems amused by the notion that there could even be other areas of his life.",— Brainiac (book),Ken Jennings
2146,"It's so easy to hate your brother, it should be hard. It's so easy to hate your friends. Why ain't it hard? Love and hate come in the deck together. Play your card, love or hate can rule your life forever.",— Schism (song),Anthrax
2147,"You're gonna stay here if I have to go inside and call your chief of police and have him remind you of what he told you to do. But I don't think I have to do that, you see? No, because you're so damn smart. You're smarter than any white man. You're just gonna stay here and show us all. You've got such a big head that you could never live with yourself unless you could put us all to shame. You wanna know something, Virgil? I don't think that you could let an opportunity like that pass by.",— In the Heat of the Night (movie),Norman Jewison
2148,"Hey, Baby, you know it's funny. Even though I heard it so many times in the court case, I still can't get used to the fact that your real name is Miles. It's a cool name, though. I can think of a lot of great Miles songs. But we still have to get through all those Baby songs first. I can't wait until the day when it's just us, music and the road.",— Baby Driver (movie),Edgar Wright
2149,"Love children especially, for they too are sinless like the angels; they live to soften and purify our hearts and, as it were, to guide us.",— The Brothers Karamazov (book),Fyodor Dostoyevsky
2150,"I don't like the terms good person or bad person because it's impossible to be entirely good to everyone, or entirely bad to everyone. To some, you are a good person, while to others you are a bad person.",— Attack on Titan (other),Hajime Isayama
2151,Natural gas has no smell. The smell is added for safety reasons.,— 1001 Cool Freaky Facts (book),Glen Singleton
2152,"When you go into the ER, one of the first things they ask you to do is rate your pain on a scale of one to ten, and from there they decide which drugs to use and how quickly to use them. I'd been asked this question hundreds of times over the years, and I remember once early on when I couldn't get my breath and it felt like my chest was on fire, flames licking the inside of my ribs fighting for a way to burn out of my body, my parents took me to the ER. Nurse asked me about the pain, and I couldn't even speak, so I held up nine fingers.",— The Fault in Our Stars (book),John Green
2153,"Someone who can't see the opponent standing right in front of him, can't defeat the opponent that lies beyond!",— Haikyuu (book),Haruichi Furudate
2154,Now I go to bed and cry. I pay the price I die. Life was easy when I was young.,— Run Run Run (song),Junge Junge
2155,"There is a shortage in the blood supply, but there is no shortage of blood.",— International Small Arms Traffic Blues (song),The Mountain Goats
2156,The world tongue-twister champion just got arrested. I hear they're gonna give him a really tough sentence.,— Short Joke (other),https://www.rd.com/jokes
2157,Strategy requires thought: tactics require observation.,— Civilization VI (game),2K Games
2158,"a man will sometimes suffer half an hour of mortal fear with a robber, but once the knife is finally at his throat, even fear vanishes.",— Crime and Punishment (book),Fyodor Dostoyevsky
2159,"You are too generous to trifle with me. If your feelings are still what they were last April, tell me so at once. My affections and wishes are unchanged; but one word from you will silence me on this subject for ever.",— Pride and Prejudice (book),Jane Austen
2160,"I see trees of green, red roses too, I see them bloom for me and you, and I think to myself what a wonderful world. I see skies of blue and clouds of white, the bright blessed day, the dark sacred night, and I think to myself what a wonderful world.",— What A Wonderful World (song),Louis Armstrong
2161,"I wonder, how you can expect to gain an idea of my usual teaching methods if you continue to interrupt me? You see, I do not generally permit people to talk when I am talking.",— Harry Potter and the Order of the Phoenix (book),J.K. Rowling
2162,"I know these will all be stories someday. And our pictures will become old photographs. We'll all become somebody's mom or dad. But right now these moments are not stories. This is happening. I am here and I am looking at her. And she is so beautiful. I can see it. This one moment when you know you're not a sad story. You are alive, and you stand up and see the lights on the buildings and everything that makes you wonder. And you're listening to that song and that drive with the people you love most in this world. And in this moment I swear we are infinite.",— The Perks of Being a Wallflower (movie),Stephen Chbosky
2163,"You know, I really think I can put together a great Thanksgiving dinner. This'll be the second one that I've cooked, and believe me, the first one was not the disaster that my family said it was. Those kids had a pretty good time in that ambulance.",— Cheers (other),"James Burrows, Glen Charles, and Les Charles"
2164,"I see in your eyes the same fear that would take the heart of me. A day may come when the courage of men fails, when we forsake our friends and break all bonds of fellowship, but it is not this day. An hour of woes and shattered shields, when the age of men comes crashing down! But it is not this day! This day we fight!",— Lord of the Rings: The Return of the King (movie),Peter Jackson
2165,"You don't care about anything except you. You just want to persuade people that you love 'em so much that they ought to love you back. Only you want love on your own terms. Something to be played your way, according to your rules.",— Citizen Kane (movie),Orson Welles
2166,"If every person in this room made it a rule that wherever you are, whenever you can, you will try to act a little kinder than is necessary - the world really would be a better place. And if you do this, if you act just a little kinder than is necessary, someone else, somewhere, someday, may recognize in you, in every single one of you, the face of God.",— Wonder (book),R.J. Palacio
2167,"And in the night, when the dog barks at shadows, tell him not to be afraid of what he cannot see or the things he does not yet understand. There is mystery everywhere. Beneath rocks, there is damp earth and an army of ants planning a revolution.",— Harbor Me (book),Jacqueline Woodson
2168,"Written in these walls are the stories that I can't explain. I leave my heart open but it stays right here empty for days. She told me in the morning she don't feel the same about us in her bones. It seems to me that when I die these words will be written on my stone. And I'll be gone, gone tonight. The ground beneath my feet is open wide. The way that I've been holding on too tight. With nothing in between.",— Story Of My Life (song),One Direction
2169,There is nothing a man cannot do once he accepts the fact that there is no god.,— Don't Breathe (movie),Fede Alvarez
2170,Most owls senses are refined for darkness and their bodies for silence.,— Birds of Boston (book),Chris C. Fisher and Andy Bezener
2171,"Man cannot possess anything as long as he fears death. But to him who does not fear it, everything belongs. If there was no suffering, man would not know his limits, would not know himself.",— War and Peace (book),Leo Tolstoy
2172,"And you know it's time to go, through the sleet and driving snow, across the fields of mourning, light in the distance. And you hunger for the time - time to heal, desire time, and your earth moves beneath your own dream landscape.",— A Sort of Homecoming (song),U2
2173,He soon felt that the fulfillment of his desires gave him only one grain of the mountain of happiness he had expected. This fulfillment showed him the eternal error men make in imagining that their happiness depends on the realization of their desires.,— Anna Karenina (book),Leo Tolstoy
2174,Gately can't even imagine what it would be like to be a sober and drug-free biker. It's like what would be the point. He imagines these people polishing the hell out of their leather and like playing a lot of really precise pool.,— Infinite Jest (book),David Foster Wallace
2175,"The man who lies to himself and listens to his own lie comes to such a pass that he cannot distinguish the truth within him, or around him, and so loses all respect for himself and for others. And having no respect he ceases to love, and in order to occupy and distract himself without love he gives way to passions and coarse pleasures, and sinks to bestiality in his vices, all from continual lying to other men and to himself.",— The Brothers Karamazov (book),Fyodor Dostoyevsky
2176,"If you're working out in front of a mirror and watching your muscles grow, your ego has reached a point where it is now eating itself. That's why I believe there should be a psychiatrist at every health club, so that when they see you doing this, they will take you away for a little chat.",— Me of Little Faith (book),Lewis Black
2177,"We spent as much money as we could, and got as little for it as people could make up their minds to give us. We were always more or less miserable, and most of our acquaintance were in the same condition. There was a gay fiction among us that we were constantly enjoying ourselves, and a skeleton truth that we never did. To the best of my belief, our case was in the last aspect a rather common one.",— Great Expectations (book),Charles Dickens
2178,"What's cool about really little kids is that they don't say stuff to try to hurt your feelings, even though sometimes they do say stuff that hurts your feelings. But they don't actually know what they're saying. Big kids, though: they know what they're saying. And that is definitely not fun for me.",— Wonder (book),R.J. Palacio
2179,"I get to thinking of all the things you said. You gave a promise to me, and I gave mine to you. I need someone beside me in everything I do.",— Love Is All Around (song),The Troggs
2180,He's not asking me to make a choice. He's telling me to take a stand. I'm either with him or against him. All or nothing. I'm disgusted with the whole business. I don't want smicha if the price I have to pay for it is to stop thinking.,— The Promise (book),Chaim Potok
2181,"All this running around. I can't fight it much longer. Something's trying to get out. And it's never been closer. If my ticker fails, make up some other story. But if I never come back, tell my mother I'm sorry.",— Let It Happen (song),Tame Impala
2182,I do not need the wisdom of your experience. I am not selling watches from the trunk of a car.,— M*A*S*H (other),Larry Gelbart
2183,"It had been a rough day, so when I walked into the party I was very chalant, despite my efforts to appear gruntled and consolate. I was furling my wieldy umbrella for the coat check when I saw her standing alone in a corner. She was a descript person, a woman in a state of total array. Her hair was kempt, her clothing shevelled, and she moved in a gainly way.",— How I Met My Wife (other),Jack Winter
2184,"When you decided to go to the sea, it was your own decision. Whatever happens to you on the sea, it depends on what you've done! Don't blame others!",— One Piece (book),Eiichiro Oda
2185,"You taught me another game, we're more alike. Therese is like a hardy plant. You're like an animal set free. I love nature.",— Le Bonheur (movie),Agnès Varda
2186,"Dogs are the leaders of the planet. If you see two life forms, one of them's making poop, the other one's carrying it for them, who would you assume is in charge?",— Jerry Seinfeld Quotes (other),Jerry Seinfeld
2187,"Music finds a comfortable parallel with that of human language. Much as language has words, sentences, and stories, music has tones, melodies, and songs.",— Civilization IV (game),Sid Meier
2188,"You're right, Will. I can't do this proof. But you can and when it comes to that it's only about... it's just a handful of people in the world who can tell the difference between you and me. But I'm one of them.",— Good Will Hunting (movie),Gus van Sant
2189,"The only problem with the treatment was that it worked too well. You became unable to express any anger at all. From that point on, any time you felt angry, you could only respond with a string of nonsensical jabbering.",— The Simpsons (other),Matt Groening
2190,"I think you're the greatest but my dad says you don't work hard enough on defense. And he says that lots of times, you don't even run downcourt. And that you don't really try except during the playoffs.",— Airplane! (movie),"Jim Abrahams, David Zucker, and Jerry Zucker"
2191,"When the snow is on our mind, rows and rows and lines and lines. In the haze of your fixation, we all crave for you, we all crave. And you can kill the wildest thing, but when you murder it's a sin. In the midst of your conviction, we all crave for you, we all crave.",— Crave (song),Tristam
2192,"They walked on, without knowing in what direction. There was too much to be thought, and felt, and said, for attention to any other objects.",— Pride and Prejudice (book),Jane Austen
2193,Anybody could do it; it required no brains at all. It merely required no character.,— Catch-22 (book),Joseph Heller
2194,"If you had one shot to sit on your lazy butt, and watch all the TV you ever wanted, until your brain turned to mush. Would you go for it, or just let it slip.",— Couch Potato (song),"""Weird Al"" Yankovic"
2195,"When someone is crying, of course, the noble thing to do is to comfort them. But if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.",— Horseradish: Bitter Truths You Can't Avoid (book),Lemony Snicket
2196,Leave something for someone but don't leave someone for something.,— Five on a Hike Together (book),Enid Blyton
2197,"You live through that little piece of time that is yours, but that piece of time is not only your own life, it is the summing-up of all the other lives that are simultaneous with yours.",— The Body Keeps the Score (book),Bessel Van Der Kolk
2198,"Lifelike, this is what your life like, try to live your life right, people really know you, push your buttons like type write, this is like a movie, but it's really very lifelike.",— Follow God (song),Ye
2199,"The slight difference between those who always aim for the top and those who don't, it'll come to matter in a big way once you all emerge into society.",— Boku No Hero Academia (book),Kohei Horikoshi
2200,"This is the account of the heavens and the earth when they were created, when the Lord God made the earth and the heavens.",— Genesis 2:4 (NIV) (book),God
2201,"One essential rule: make sure the joke is the last possible thought, and don't add other words to the sentence after the joke. If you do, the audience will think that your take-off was only a setup for a bigger laugh coming up.",— Comedy Writing Secrets (book),Mel Helitzer and Mark Shatz
2202,"Intrigued by that enigma, he dug so deeply into her sentiments that in search of interest he found love, because by trying to make her love him he ended up falling in love with her.",— One Hundred Years of Solitude (book),Gabriel Garcia Marquez
2203,There was a long hard time when I kept far from me the remembrance of what I had thrown away when I was quite ignorant of its worth.,— Great Expectations (book),Charles Dickens
2204,"Wealth can be very empty when you don't have someone to share it with. But by the time I realized that, no one would have me except men who wanted my money more than I did.",— Anne of Green Gables (movie),Kevin Sullivan
2205,"Right, I am going to tell you how this works. You're going in the drink and I am going to make a cup of tea. Underneath the floor boards is the famous river Thames. I hope for your sakes you can hold your breath for as long as it takes to boil that kettle. After that, I am going to ask you a question, one question. You are going to give me a name and if it's the right name, I send you home warm and dry in a fresh set of clothes. If it's the wrong name, you'll be fed to the crayfish.",— RocknRolla (movie),Guy Ritchie
2206,But there is something that I must say to my people who stand on the warm threshold which leads into the palace of justice. In the process of gaining our rightful place we must not be guilty of wrongful deeds. Let us not seek to satisfy our thirst for freedom by drinking from the cup of bitterness and hatred.,— I Have a Dream (other),"Martin Luther King, Jr."
2207,"Yes, there were times, I'm sure you knew, when I bit off more than I could chew. But through it all, when there was doubt, I ate it up and spit it out.",— My Way (song),Frank Sinatra
2208,"Our minds are born festering with sin. Some are so blighted, they will never find redemption. The mind must not be pulled from the roots. My children are without blame, without fault - and without choice. For what is the value of will when the spirit is found wanting?",— BioShock Infinite (game),Irrational Games
2209,"For one thing, time is the very thing that we are least willing to allow.",— In Search of Lost Time (book),Marcel Proust
2210,There is nothing sweeter in this sad world than the sound of someone you love calling your name.,— The Tale of Despereaux (book),Kate DiCamillo
2211,Diffusion is the process by which molecules move from an area of high concentration to an area of lower concentration.,— Science Literacy Vocabulary (other),Literacy Team
2212,"Throw down your plow and hoe, rest not to lock your homes. Side by side we wait the might of the darkest of them all.",— The Battle Of Evermore (song),Led Zeppelin
2213,Is it ignorance or apathy that's destroying the world today? I don't know and don't really care.,— Short Joke (other),bestlifeonline.com
2214,"Fernanda, on the other hand, looked for it in vain along the paths of her everyday itinerary without knowing that the search for lost things is hindered by routine habits and that is why it is so difficult to find them.",— One Hundred Years of Solitude (book),Gabriel Garcia Marquez
2215,"When I left my home and my family, I was no more than a boy in the company of strangers in the quiet of the railway station, running scared, laying low, seeking out the poorer quarters where the ragged people go. Looking for the places only they would know.",— The Boxer (song),Simon and Garfunkel
2216,"Only the silent, sleepy, staring houses in the backwoods can tell all that has lain hidden since the early days; and they are not communicative, being loath to shake off the drowsiness which helps them forget. Sometimes one feels that it would be merciful to tear down these houses, for they must often dream.",— The Picture in the House (book),H. P. Lovecraft
2217,"I've noticed that about your people, Doctor. You find it easier to understand the death of one than the death of a million. You speak about the objective hardness of the Vulcan heart yet how little room there seems to be in yours.",— Star Trek (other),Gene Roddenberry
2218,"When we are young, wandering the face of the earth, wondering what our dreams might be worth, learning that we're only immortal for a limited time.",— Dreamline (song),Rush
2219,"I'd have wasted a lot of time and trouble before I learned that the best way to take all people, black or white, is to take them for what they think they are, then leave them alone.",— The Sound and the Fury (book),William Faulkner
2220,"I want you to know that the day you saw something in me, my whole life changed. And since then, it's been my privilege to not only be at your side, but to be treated like a protege. And for you to be my mentor, and my champion.",— Mad Men (other),Lionsgate
2221,"To sit among all those unknown things before a puzzle like that is hopeless. That way lies monomania. Face this world. Learn its ways, watch it, be careful of too hasty guesses at its meaning. In the end you will find clues to it all.",— The Time Machine (book),H.G. Wells
2222,"Sam stared up at the inn with its three stories and many windows, and felt his heart sink. He had imagined himself meeting giants taller than trees, and other creatures even more terrifying, some time or other in the course of his journey; but at the moment he was finding his first sight of Men and their tall houses quite enough, indeed too much for the dark end of a tiring day.",— The Lord of The Rings (book),J.R.R. Tolkien
2223,"My name is Dr. Glenn Pierce, and by now you may have realized that all of this has happened exactly the way it was supposed to. You see, everyone who comes to the institute does so because they feel that they are no longer in control of something important to them. But, more often than not, the problem is not that the problems we face can't be solved: the problem is that we become so afraid of failure that we refuse to see our problems from a new perspective. And so we do the same things again and again and again.",— Superliminal (game),Pillow Castle
2224,"The air was cold, and the rain again began to descend; we entered the hut, the fiend with an air of exultation, I with a heavy heart and depressed spirits. But I consented to listen, and seating myself by the fire which my odious companion had lighted, he thus began his tale.",— Frankenstein (book),Mary Shelley
2225,"Our Sun could hold more than a million planets the size of the Earth, but compared with the size of some other stars in the universe, the Sun is not all that big.",— The Usborne Book of Astronomy (book),Lisa Miles and Alistair Smith
2226,"There are no conditions to which a person cannot grow accustomed, especially if he sees that everyone around him lives in the same way.",— Anna Karenina (book),Leo Tolstoy
2227,Everyone is afraid of something. We fear things because we value them. We fear losing people because we love them. We fear dying because we value being alive. Don't wish you didn't fear anything. All that would mean is that you didn't feel anything.,— Lord of Shadows (book),Cassandra Clare
2228,"This planet has, or rather had, a problem, which was this: most of the people on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movements of small green pieces of paper, which is odd because on the whole it wasn't the small green pieces of paper that were unhappy.","— So Long, and Thanks for All the Fish (book)",Douglas Adams
2229,"We all have too many wheels, screws and valves to judge each other on first impressions or one or two pointers. I don't understand you, you don't understand me and we don't understand ourselves.",— The Stories of Anton Chekhov (book),Anton Chekhov
2230,"To every thing there is a season, and a time to every purpose under the heaven: a time to be born, and a time to die; a time to plant, and a time to pluck up that which is planted; a time to kill, and a time to heal; a time to break down, and a time to build up; a time to weep, and a time to laugh; a time to mourn, and a time to dance; a time to cast away stones, and a time to gather stones together; a time to embrace, and a time to refrain from embracing; a time to get, and a time to lose; a time to keep, and a time to cast away; a time to rend, and a time to sew; a time to keep silence, and a time to speak; a time to love, and a time to hate; a time of war, and a time of peace.",— Ecclesiastes #3 (book),Solomon
2231,"Looking back I know of one opportunity where an engineer came to me with an idea for a computer that would be used in the home. Of course it wasn't yet called a personal computer. And while he felt very strongly about it, the only example of what it was good for that he could come up with was the housewife could keep her recipes on it. And I couldn't imagine my wife with her recipes on a computer in the kitchen. It just didn't seem like it had any practical application at all, so Intel didn't pursue that idea.",— Triumph of the Nerds (movie),Paul Sen
2232,"I'll find you in the morning sun and when the night is new. I'll be looking at the moon, but I'll be seeing you. I'll be seeing you in every lovely summer's day, in everything that's light and gay. I'll always think of you that way.",— I'll Be Seeing You (song),Irving Kahal
2233,"The more Adams thought about the future of his country, the more convinced he became that it rested on education. Before any great things are accomplished, he wrote to a correspondent, a memorable change must be made in the system of education and knowledge must become so general as to raise the lower ranks of society nearer to the higher. The education of a nation instead of being confined to a few schools and universities for the instruction of the few, must become the national care and expense for the formation of the many.",— John Adams (book),David McCullough
2234,"Do you think there is the possibility of you and I? In this lifetime, is that too much to hope for? There is something so delicate about this time, so fragile. And if nothing ever comes of it, at least I have known this feeling, this wonderful sense of optimism. It is something I can always keep close to me - to draw from in my darkest hour like a ray of unspent sunshine. No matter what happens next, I will always be glad to know there is someone like you in the world.",— The Universe of Us (book),Lang Leav
2235,"Owning a twelve-foot ladder in New York is a probable sign of success, as it means you most likely have enough room to store one.",— Me Talk Pretty One Day (book),David Sedaris
2236,"For life is quite absurd, and death's the final word, you must always face the curtain with a bow. Forget about your sin, give the audience a grin. Enjoy it, it's your last chance anyhow!",— Monty Python's Life of Brian (other),Terry Jones
2237,"Not only do we come into fairly regular contact with people who want to know what our family looks like, but we also must navigate a vast array of organizations and agencies that have their own definitions of family and may, at times, impose them on us.",— Sociology: Exploring the Architecture of Everyday Life (book),David M. Newman
2238,"He guessed as well as he could, and crawled along for a good way, till suddenly his hand met what felt like a tiny ring of cold metal lying on the floor of the tunnel. It was a turning point in his career, but he did not know it. He put the ring in his pocket almost without thinking; certainly it did not seem of any particular use at the moment.",— The Hobbit (book),J.R.R. Tolkien
2239,"You don't know what's in store, but you know what you're here for. Close your eyes, lay yourself beside me. Hold tight for this ride, we don't need no protection. Come alone, we don't need attention.",— High For This (song),The Weeknd
2240,Perhaps it was an old flame he was in mourning for from the days beyond recall. She thought she understood. She would try to understand him because men were so different.,— Ulysses (book),James Joyce
2241,"This was my only and my constant comfort. When I think of it, the picture always rises in my mind, of a summer evening, the boys at play in the churchyard, and I sitting on my bed, reading as if for life.",— David Copperfield (book),Charles Dickens
2242,"We want a good life with a nose for things, the fresh wind and bright sky to endure my suffering. I'm a hole without a key if I break my tongue. Oh, speaking of tomorrow, how will it ever come?",— Ashes Of American Flags (song),Wilco
2243,"No more will my green sea go turn a deeper blue. I could not foresee this thing happening to you. If I look hard enough into the setting sun, my love will laugh with me before the morning comes.",— Paint It Black (song),Rolling Stones
2244,Legend has it this bridge was constructed by a young man and woman who lived on opposite sides of the river. The two fell in love and constructed the bridge so they could meet in the middle and share what would be their first kiss. From that day on it would be known appropriately as the kissing bridge and if people had just stuck to the kissing Dr. Brown would have been able to avoid one heck of a crisis.,— Everwood (other),Greg Berlanti
2245,"When you left me, I finally found peace. My life was my own again. No more of that dreadful circus that I always loathed and feared.",— Sawdust and Tinsel (movie),Ingmar Bergman
2246,You have a morbid aversion to dying. You probably resent the fact that you're at war and might get your head blown off any second.,— Catch-22 (book),Joseph Heller
